date,Open,High,Low,Close,Volume
2018-05-13,8444.63,8755.0,8340.1,8403.82,1862.3492197904
2018-05-14,8403.82,8899.62,8283.55,8720.41,4936.1823841324
2018-05-15,8720.41,8846.13,8110.0,8165.85,6232.139552029301
2018-05-16,8165.85,8487.15,8127.0,8362.55,6577.136502737299
2018-05-17,8362.55,8387.12,7919.2,8003.75,4401.3518215398
2018-05-18,8003.75,8279.0,7955.0,8247.85,2879.3291083215004
2018-05-19,8247.85,8392.0,8152.49,8250.03,1428.5786258579
2018-05-20,8250.03,8600.0,8232.34,8491.0,1142.3548571136
2018-05-21,8491.0,8588.0,8260.09,8329.95,2315.3834011889003
2018-05-22,8329.95,8355.01,7870.0,7955.56,3449.9530636457
2018-05-23,7955.56,7955.56,7438.43,7619.0,6301.1912409187
2018-05-24,7619.0,7746.18,7268.99,7601.19,4961.8249322111
2018-05-25,7601.19,7655.52,7322.29,7449.1,4285.064612646
2018-05-26,7449.1,7647.46,7208.1,7299.5,1870.4269967559
2018-05-27,7299.5,7445.89,7230.78,7387.0,1018.3815111498
2018-05-28,7387.0,7390.41,7055.94,7117.01,2249.0886798357
2018-05-29,7117.01,7567.72,7059.84,7494.19,3919.5133712184
2018-05-30,7494.19,7546.29,7268.76,7372.14,2473.1419454597
2018-05-31,7372.14,7616.63,7367.44,7498.45,2574.024649218
2018-06-01,7498.45,7616.63,7356.08,7497.34,2549.557849052
2018-06-02,7497.34,7698.92,7455.5,7647.08,1716.6153672643
2018-06-03,7647.08,7790.91,7630.79,7705.23,1350.2450648097
2018-06-04,7705.23,7705.23,7392.0,7420.33,2136.0188547963003
2018-06-05,7420.33,7677.03,7341.73,7618.69,1668.3157497085
2018-06-06,7618.69,7745.0,7480.79,7730.06,1864.1431173138
2018-06-07,7730.06,7730.06,7634.27,7642.0,1282.0849401952
2018-06-08,7642.0,7684.22,7539.97,7664.5,1280.1880267396
2018-06-09,7664.5,7674.03,7268.44,7273.0,1477.9694629731
2018-06-10,7273.0,7321.68,6630.5,6777.12,6358.0993228139005
2018-06-11,6777.12,6913.59,6646.19,6827.89,4434.7426297769
2018-06-12,6827.89,6866.25,6444.03,6555.0,4594.6862979266
2018-06-13,6555.0,6619.84,6122.94,6495.14,7469.1380006772
2018-06-14,6495.14,6711.42,6314.94,6614.62,4246.3508701269
2018-06-15,6614.62,6664.53,6365.52,6413.16,2973.9040305660997
2018-06-16,6413.16,6550.0,6333.98,6531.4,1374.9883262512
2018-06-17,6531.4,6574.34,6390.0,6415.25,873.5941823908
2018-06-18,6415.25,6800.0,6380.41,6689.17,2249.0962628813
2018-06-19,6689.17,6831.0,6550.59,6617.19,2251.2051109088
2018-06-20,6617.19,6815.21,6580.41,6770.0,1466.5424795088
2018-06-21,6770.0,6770.0,6770.0,6770.0,0.0
2018-06-22,6669.99,6674.38,5940.05,6114.4,5342.7513998871
2018-06-23,6114.4,6259.09,6031.03,6086.03,1218.8646193306
2018-06-24,6086.03,6254.16,5768.4,6133.12,2937.7409935451
2018-06-25,6133.12,6349.46,6075.19,6240.61,2900.0581266269
2018-06-26,6240.61,6275.0,6000.0,6036.86,2693.4642741439
2018-06-27,6036.86,6177.31,5987.01,6086.11,1524.3755424406
2018-06-28,6086.11,6128.99,5825.26,5875.0,2604.3346797946
2018-06-29,5875.0,6600.0,5785.17,6368.34,4986.8115734949
2018-06-30,6368.34,6448.85,6305.92,6350.48,1255.3795331496
2018-07-01,6350.48,6410.0,6254.23,6333.03,1988.8020559082
2018-07-02,6333.03,6673.9,6267.68,6631.33,4632.6247541563
2018-07-03,6631.33,6669.47,6313.27,6459.62,5178.667730520399
2018-07-04,6459.62,6794.53,6457.4,6622.28,4019.5008698744
2018-07-05,6622.28,6686.74,6446.68,6525.51,5075.8014004606
2018-07-06,6525.51,6525.51,6525.51,6525.51,0.0
2018-07-07,6595.36,6848.84,6510.17,6722.39,2880.9957077795
2018-07-08,6722.39,6769.58,6669.0,6708.02,1788.5718110393
2018-07-09,6708.02,6798.97,6620.0,6639.37,2815.4664292965003
2018-07-10,6639.37,6654.23,6262.94,6343.17,5725.3298533601
2018-07-11,6343.17,6400.0,6287.54,6345.18,3116.0112221639
2018-07-12,6345.18,6345.18,6075.0,6245.0,3067.0250150991997
2018-07-13,6245.0,6245.0,6245.0,6245.0,0.0
2018-07-14,6245.0,6280.0,6203.79,6213.34,29.2525757111
2018-07-15,6255.01,6382.7,6254.9,6355.0,744.3919909241
2018-07-16,6355.0,6750.01,6343.57,6739.98,3052.4752255185
2018-07-17,6739.98,7542.06,6657.66,7455.0,5584.3443956436995
2018-07-18,7455.0,7584.03,7241.19,7319.48,3640.431803135301
2018-07-19,7319.48,7557.28,7299.0,7452.63,4021.2029029282
2018-07-20,7452.63,7676.31,7214.96,7283.12,2851.9061176082
2018-07-21,7283.12,7483.61,7261.41,7417.79,514.7269885936
2018-07-22,7417.79,7667.53,7333.98,7618.85,995.1694459522
2018-07-23,7618.85,7810.0,7614.78,7746.56,3206.4170545418
2018-07-24,7746.56,8480.0,7746.56,8350.37,4754.926253568499
2018-07-25,8350.37,8438.37,8039.99,8220.93,3564.8213045241996
2018-07-26,8220.93,8290.0,7843.05,7873.46,3851.7841411629
2018-07-27,7873.46,7873.46,7873.46,7873.46,0.0
2018-07-28,7873.46,7873.46,7873.46,7873.46,0.0
2018-07-29,8223.02,8274.97,8077.23,8172.32,752.0110506931
2018-07-30,8172.32,8197.05,7849.54,8110.25,2969.2191142428996
2018-07-31,8110.25,8132.02,7501.01,7532.57,3546.1636232935
2018-08-01,7532.57,7706.7,7431.0,7645.43,2061.9995781789003
2018-08-02,7645.43,7645.43,7645.43,7645.43,0.0
2018-08-03,7645.43,7645.43,7645.43,7645.43,0.0
2018-08-04,7462.42,7474.85,6891.0,7000.0,1715.680837926
2018-08-05,7000.0,7184.0,6895.13,7094.08,686.333920068
2018-08-06,7094.08,7115.0,6835.0,6935.87,1969.0031904421
2018-08-07,6935.87,7148.53,6500.0,6588.97,2922.2486115522997
2018-08-08,6588.97,6588.97,6104.82,6320.19,5458.9003733342
2018-08-09,6320.19,6626.62,6195.01,6467.92,3013.7540736451
2018-08-10,6467.92,6467.92,6467.92,6467.92,0.0
2018-08-11,6467.92,6467.92,6108.28,6115.0,51.9119882971
2018-08-12,6285.68,6487.2,6200.34,6346.43,1464.9213406659
2018-08-13,6346.43,6546.29,5886.0,5988.18,5659.5355728737
2018-08-14,5988.18,6304.99,5964.48,6304.99,4328.6100505509
2018-08-15,6304.99,6623.09,6210.04,6283.4,4243.7762265987
2018-08-16,6283.4,6475.0,6240.0,6420.52,2735.8870789
2018-08-17,6420.52,6619.79,6412.98,6526.19,3436.1736351543
2018-08-18,6526.19,6541.54,6300.0,6345.52,1290.7944390586
2018-08-19,6345.52,6552.23,6330.83,6488.53,1022.2159303029
2018-08-20,6488.53,6508.37,6232.21,6310.92,3050.3083509782
2018-08-21,6310.92,6900.0,6286.05,6731.63,3611.9093415014
2018-08-22,6731.63,6761.31,6251.0,6401.23,4830.186892294199
2018-08-23,6401.23,6570.85,6360.0,6490.0,2918.3482996757
2018-08-24,6490.0,6788.88,6450.01,6733.7,3432.6036017233
2018-08-25,6733.7,6770.92,6592.43,6614.01,1006.8113423833
2018-08-26,6614.01,6734.6,6571.0,6672.8,1002.453157219
2018-08-27,6672.8,6944.99,6671.11,6871.09,4056.1115405981
2018-08-28,6871.09,7125.0,6871.09,7030.87,4014.083932459
2018-08-29,7030.87,7119.5,6908.92,7024.17,2662.9876413332
2018-08-30,7024.17,7024.17,6795.7,6960.89,3309.242339778
2018-08-31,6960.89,7088.22,6880.0,7054.18,2633.7687997867
2018-09-01,7054.18,7250.0,7027.57,7182.17,1039.1504575627
2018-09-02,7182.17,7330.99,7180.87,7250.45,1212.2727647786
2018-09-03,7250.45,7325.0,7170.7,7256.15,1498.9550270382
2018-09-04,7256.15,7409.27,7215.02,7360.0,3630.7082418129
2018-09-05,7360.0,7372.68,6226.0,6415.88,7418.539755654399
2018-09-06,6415.88,6529.99,6274.0,6495.18,3767.7613253414
2018-09-07,6495.18,6529.99,6320.71,6426.07,2228.8021934588
2018-09-08,6426.07,6460.68,6120.0,6177.75,2290.807402166
2018-09-09,6177.75,6177.75,6177.75,6177.75,0.0
2018-09-10,6300.0,6418.71,6226.31,6346.95,2168.0588934355
2018-09-11,6346.95,6350.0,6165.44,6255.37,2143.9280643755
2018-09-12,6255.37,6428.98,6200.0,6384.05,2234.9108301931
2018-09-13,6384.05,6579.81,6361.26,6555.0,2329.6736662907997
2018-09-14,6555.0,6555.0,6555.0,6555.0,0.0
2018-09-15,6555.0,6555.0,6469.0,6493.08,42.9088542679
2018-09-16,6485.47,6529.99,6357.9,6511.22,488.5267328042
2018-09-17,6511.22,6511.24,6209.01,6232.6,2860.8255632872997
2018-09-18,6232.6,6384.29,6232.6,6354.78,2292.2286852223997
2018-09-19,6354.78,6518.24,6107.74,6401.19,3745.5759415502
2018-09-20,6401.19,6573.67,6338.65,6547.12,2541.8200052685997
2018-09-21,6547.12,6818.23,6519.62,6734.23,3197.5052574065003
2018-09-22,6734.23,6752.5,6630.0,6696.5,621.8142201167
2018-09-23,6696.5,6764.72,6666.67,6710.33,399.2035940107
2018-09-24,6710.33,6710.33,6392.19,6454.61,2062.521305094
2018-09-25,6454.61,6470.63,6329.17,6384.29,1877.9515190412
2018-09-26,6384.29,6536.33,6382.55,6487.99,2401.9829564326
2018-09-27,6487.99,6732.99,6425.84,6691.97,2704.7969858253
2018-09-28,6691.97,6691.97,6691.97,6691.97,0.0
2018-09-29,6588.75,6610.0,6457.1,6564.74,547.0642345368
2018-09-30,6564.74,6644.01,6525.0,6625.35,924.6348210367
2018-10-01,6625.35,6629.96,6482.05,6572.0,2283.9820987005
2018-10-02,6572.0,6585.6,6400.0,6422.48,1756.2169738942002
2018-10-03,6422.48,6600.0,6396.39,6553.59,2391.8441571781
2018-10-04,6553.59,6590.0,6503.31,6538.83,1688.2676809748998
2018-10-05,6538.83,6638.0,6520.0,6565.01,1177.0258348517
2018-10-06,6565.01,6585.07,6530.34,6560.0,307.2265415099
2018-10-07,6560.0,6589.98,6499.01,6557.02,644.1750748818
2018-10-08,6557.02,6655.0,6538.14,6606.13,2084.5215517461997
2018-10-09,6606.13,6611.66,6521.7,6539.16,2148.3004937745
2018-10-10,6539.16,6557.18,6026.09,6226.22,5005.4943377726
2018-10-11,6226.22,6250.0,6102.05,6192.15,3275.28796745
2018-10-12,6192.15,6192.15,6192.15,6192.15,0.0
2018-10-13,6192.15,6245.97,6180.27,6185.11,258.8745647516
2018-10-14,6225.0,6295.08,6149.88,6215.68,2189.9002765045
2018-10-15,6215.68,6769.0,6206.0,6423.27,8948.7305104424
2018-10-16,6423.27,6489.99,6390.1,6444.08,2978.5895910389
2018-10-17,6444.08,6487.77,6406.98,6459.26,1998.4620642277
2018-10-18,6459.26,6459.64,6350.92,6383.39,4597.2003299071
2018-10-19,6383.39,6383.39,6383.39,6383.39,0.0
2018-10-20,6383.39,6386.34,6382.0,6382.04,2.7016444
2018-10-21,6434.22,6449.97,6390.01,6408.7,534.4444129089
2018-10-22,6408.7,6426.24,6371.09,6392.27,2982.2707839853997
2018-10-23,6392.27,6417.62,6350.1,6413.41,3563.0559483244
2018-10-24,6413.41,6465.68,6358.82,6390.51,3634.0762769181
2018-10-25,6390.51,6419.07,6379.03,6388.46,2727.8628174868
2018-10-26,6388.46,6450.0,6375.0,6416.15,2764.6689360786
2018-10-27,6416.15,6418.01,6388.06,6405.99,450.75870527
2018-10-28,6405.99,6418.97,6387.64,6405.45,482.2657068585
2018-10-29,6405.45,6405.99,6200.0,6270.64,3589.0334499144
2018-10-30,6270.64,6287.56,6238.94,6264.54,3298.2727315936
2018-10-31,6264.54,6346.94,6200.0,6293.93,3390.1202980636
2018-11-01,6293.93,6380.0,6281.91,6356.05,2422.6458524639
2018-11-02,6356.05,6369.99,6330.0,6339.18,1661.7537761119
2018-11-03,6339.18,6345.34,6318.11,6332.47,332.5809477202
2018-11-04,6332.47,6453.22,6320.5,6407.91,1686.1622260464
2018-11-05,6407.91,6421.0,6368.49,6385.95,3278.0847284415004
2018-11-06,6385.95,6540.0,6384.75,6508.33,4372.1124101022
2018-11-07,6508.33,6521.99,6440.0,6442.9,3168.2488272542
2018-11-08,6442.9,6486.53,6390.01,6398.85,3066.5099703543
2018-11-09,6398.85,6408.89,6312.0,6347.63,1184.1525322553
2018-11-10,6347.63,6369.99,6333.0,6348.99,425.1805875169
2018-11-11,6348.99,6382.25,6275.0,6357.1,538.1172093952999
2018-11-12,6357.1,6368.3,6250.0,6295.74,1180.0002283326
2018-11-13,6295.74,6311.13,6239.48,6264.0,1718.7030451024
2018-11-14,6264.0,6297.66,5290.0,5562.01,14483.0756410575
2018-11-15,5562.01,5608.35,5200.0,5574.0,6774.7824985636
2018-11-16,5574.0,5576.57,5412.48,5472.44,4014.2729629674
2018-11-17,5472.44,5557.39,5455.09,5550.0,1437.3525237328
2018-11-18,5550.0,5658.15,5457.34,5513.05,1565.9453914984
2018-11-19,5513.05,5515.81,4673.86,4805.01,11784.1267428191
2018-11-20,4805.01,4820.24,4044.71,4443.03,19817.2565913803
2018-11-21,4443.03,4643.54,4306.84,4535.49,7934.8947080002
2018-11-22,4535.49,4556.92,4129.44,4219.96,6097.6725851777
2018-11-23,4219.96,4371.46,4086.83,4301.47,5179.0024044794
2018-11-24,4301.47,4325.74,3615.0,3634.36,6564.7946384621
2018-11-25,3634.36,4116.92,3473.0,3979.92,9901.0647018175
2018-11-26,3979.92,4075.96,3518.6,3684.58,12447.9097794774
2018-11-27,3684.58,3863.39,3565.0,3849.27,7295.4506158410995
2018-11-28,3849.27,4350.0,3828.84,4117.71,9516.8515947491
2018-11-29,4117.71,4407.45,4085.49,4254.0,7768.640369944301
2018-11-30,4254.0,4295.09,3851.0,3969.56,5706.9139900376
2018-12-01,3969.56,4261.6,3911.47,4150.47,2669.5082577968
2018-12-02,4150.47,4183.36,3910.16,3955.07,3186.5873676416
2018-12-03,3955.07,4023.78,3750.0,3812.69,5098.9942596056
2018-12-04,3812.69,4034.99,3730.52,3834.54,4394.2335145703
2018-12-05,3834.54,3879.26,3667.19,3716.63,4277.0080712855
2018-12-06,3716.63,3846.62,3300.0,3333.02,10587.6180746104
2018-12-07,3333.02,3536.36,3209.71,3390.33,8388.1771503294
2018-12-08,3390.33,3459.0,3254.62,3398.56,3305.1477736856
2018-12-09,3398.56,3641.28,3373.71,3534.0,3868.3449707167
2018-12-10,3534.0,3540.33,3357.56,3385.34,5034.467669661501
2018-12-11,3385.34,3426.68,3295.01,3338.13,3742.9134439276
2018-12-12,3338.13,3486.0,3330.08,3387.85,5289.2438108262
2018-12-13,3387.85,3413.0,3202.43,3250.01,6063.1261924824
2018-12-14,3250.01,3280.59,3136.46,3219.68,5027.5009676347
2018-12-15,3219.68,3243.79,3126.88,3235.63,3360.1337025390003
2018-12-16,3235.63,3263.05,3181.51,3202.08,1198.1611476254
2018-12-17,3202.08,3584.99,3195.45,3532.09,8411.9845930892
2018-12-18,3532.09,3776.6,3432.38,3749.03,8002.202016448101
2018-12-19,3749.03,3922.6,3650.79,3720.33,9680.4394732671
2018-12-20,3720.33,4200.0,3677.0,4042.87,12980.0803398881
2018-12-21,4042.87,4091.38,3773.13,3821.27,8097.7629141065
2018-12-22,3821.27,4031.09,3790.27,4006.69,2846.2922831877004
2018-12-23,4006.69,4213.0,3910.0,4175.0,3476.4574095497996
2018-12-24,4175.0,4238.33,3725.0,3736.31,6513.6449807093
2018-12-25,3736.31,3863.82,3680.0,3834.03,3950.8711267926
2018-12-26,3834.03,3842.27,3688.04,3738.44,3785.2280504661
2018-12-27,3738.44,3775.99,3567.86,3598.01,5975.492571193101
2018-12-28,3598.01,3965.23,3576.04,3884.25,5332.2495233571
2018-12-29,3884.25,3937.21,3691.01,3734.9,3093.9308697459996
2018-12-30,3734.9,3864.93,3727.18,3784.93,2244.691234896
2018-12-31,3784.93,3820.5,3577.18,3683.69,4510.7701400594
2019-01-01,3683.69,3840.85,3636.83,3796.26,2757.1746681782
2019-01-02,3796.26,3911.99,3763.85,3871.75,4161.197257835
2019-01-03,3871.75,3878.72,3755.0,3796.54,3564.0307562144
2019-01-04,3796.54,3857.0,3732.15,3841.42,2113.1747565166
2019-01-05,3841.42,3859.5,3756.79,3797.24,1741.2333004685
2019-01-06,3797.24,4079.04,3783.19,4034.17,2877.6897851283
2019-01-07,4034.17,4050.0,3950.0,3980.8,3911.8223628
2019-01-08,3980.8,4112.12,3964.92,4019.51,4896.8097589340005
2019-01-09,4019.51,4044.82,3975.01,4013.0,2837.6097770114
2019-01-10,4013.0,4034.61,3566.0,3620.94,7096.4740024195
2019-01-11,3620.94,3695.0,3577.01,3641.07,3037.7240141191996
2019-01-12,3641.07,3649.0,3561.5,3624.83,1395.5197834398998
2019-01-13,3624.83,3644.54,3484.33,3520.25,2141.4552236556
2019-01-14,3520.25,3713.16,3520.24,3669.3,2958.6828269917
2019-01-15,3669.3,3670.84,3541.0,3594.78,4054.7122259586
2019-01-16,3594.78,3663.58,3570.1,3585.63,5046.7553538371
2019-01-17,3585.63,3657.79,3545.43,3625.92,2019.8177873144
2019-01-18,3625.92,3650.01,3577.28,3623.95,1674.3700506941
2019-01-19,3623.95,3760.0,3616.47,3697.44,2098.1939679268
2019-01-20,3697.44,3700.66,3474.0,3536.43,2403.0245600385997
2019-01-21,3536.43,3568.78,3487.29,3535.02,1261.136978694
2019-01-22,3535.02,3611.63,3423.74,3582.22,2309.7426763374
2019-01-23,3582.22,3611.57,3523.34,3535.59,2085.0416271251997
2019-01-24,3535.59,3596.65,3528.54,3570.03,1206.9619011826
